,dist,dx,dy,goal,player,team,x,y
0,28.9895637946,28.245,6.528,False,James Rodríguez,Porto,76.755,28.832
2,19.254174846,-18.585,5.032,False,Sammir,Dinamo Zagreb,18.585,27.404
8,25.7728136609,-20.79,-15.232,False,Duje Čop,Dinamo Zagreb,20.79,48.28
10,35.1805667379,33.81,-9.724,False,Maicon,Porto,71.19,44.2
12,13.755,13.755,0.0,False,Miguel Lopes,Porto,91.245,38.012
16,15.3800306892,14.28,5.712,True,Lucho González,Porto,90.72,29.172
17,28.3911555947,-22.89,-16.796,False,João Moutinho,Porto,22.89,48.28
18,5.69868616437,5.46,1.632,False,Tonel,Dinamo Zagreb,99.54,29.988
20,24.1202661884,-24.045,-1.904,False,James Rodríguez,Porto,24.045,36.72
22,13.1218834014,-13.02,-1.632,False,Nicolás Otamendi,Porto,13.02,35.496
23,11.8505528985,11.55,-2.652,False,Domagoj Vida,Dinamo Zagreb,93.45,32.368
24,15.2098769226,-11.97,-9.384,False,Christian Atsu,Porto,11.97,41.888
33,8.74320999405,1.365,-8.636,False,Bryan Carrasco,Dinamo Zagreb,103.635,45.764
35,13.8034488444,-9.66,9.86,False,Kléber,Porto,9.66,28.084
39,18.5993871136,-15.855,-9.724,False,Christian Atsu,Porto,15.855,42.704
41,19.5455603399,-18.585,-6.052,False,Steven Defour,Porto,18.585,39.644
46,13.3816878233,-11.865,6.188,True,Steven Defour,Porto,11.865,27.608
47,11.3555724206,-11.025,2.72,True,Zlatan Ibrahimović,PSG,11.025,34.0
51,28.7954792459,27.405,-8.84,False,Ideye Brown,Dynamo Kyiv,77.595,44.948
55,22.3082872718,-13.335,17.884,False,Javier Pastore,PSG,13.335,17.068
60,11.2578513048,-7.14,-8.704,False,Zlatan Ibrahimović,PSG,7.14,40.596
61,15.1676527189,-13.755,-6.392,False,Javier Pastore,PSG,13.755,39.304
62,11.6558352768,-5.88,10.064,True,Thiago Silva,PSG,5.88,26.112
64,11.9514231789,-10.71,5.304,True,Alex,PSG,10.71,31.28
65,15.053454753,14.49,4.08,False,Raffael,Dynamo Kyiv,90.51,29.58
68,22.1742598749,-19.005,11.424,False,Marco Verratti,PSG,19.005,20.672
69,20.8699694537,19.845,-6.46,False,Miguel Veloso,Dynamo Kyiv,85.155,42.908
72,19.6189951068,18.165,-7.412,False,Niko Kranjčar,Dynamo Kyiv,86.835,36.448
77,15.5106313218,-14.07,-6.528,False,Zlatan Ibrahimović,PSG,14.07,39.78
84,24.5066401002,24.465,-1.428,False,Zlatan Ibrahimović,PSG,80.535,36.992
101,27.2157051902,-23.415,13.872,False,Niko Kranjčar,Dynamo Kyiv,23.415,21.624
114,20.4335077997,11.025,-17.204,False,Javier Pastore,PSG,93.975,46.512
116,18.1535918209,-6.72,16.864,False,Ideye Brown,Dynamo Kyiv,6.72,19.992
118,23.7558683487,-13.545,19.516,True,Miguel Veloso,Dynamo Kyiv,13.545,11.492
122,15.0935880757,7.455,13.124,True,Javier Pastore,PSG,97.545,21.216
126,21.4734729608,19.005,-9.996,False,Nenê,PSG,85.995,41.616
127,11.0503451982,-11.025,0.748,True,Younes Belhanda,Montpellier,11.025,34.0
129,34.3794590417,-28.35,19.448,False,Rémy Cabella,Montpellier,28.35,18.088
133,11.0302413845,11.025,0.34,True,Lukas Podolski,Arsenal,93.975,36.992
136,5.273268531,5.145,-1.156,True,Gervinho,Arsenal,99.855,34.612
138,29.6427478483,-28.77,7.14,False,Marco Estrada,Montpellier,28.77,22.236
141,10.5385304953,9.975,3.4,False,Olivier Giroud,Arsenal,95.025,26.384
142,11.1694863355,8.295,-7.48,False,Rémy Cabella,Montpellier,96.705,45.356
145,31.9476236362,22.26,-22.916,False,Garry Bocaly,Montpellier,82.74,50.184
148,17.4240014061,15.015,-8.84,False,Garry Bocaly,Montpellier,89.985,46.92
150,20.471895369,20.37,2.04,False,Anthony Mounier,Montpellier,84.63,26.452
151,24.0665229936,20.475,-12.648,False,Rémy Cabella,Montpellier,84.525,47.6
152,39.9019670693,31.08,-25.024,False,Marco Estrada,Montpellier,73.92,61.404
153,16.927686227,-8.295,-14.756,False,Santi Cazorla,Arsenal,8.295,47.736
155,34.2365373395,21.315,-26.792,False,Marco Estrada,Montpellier,83.685,58.548
156,27.5502993813,26.25,-8.364,False,Karim Aït-Fana,Montpellier,78.75,39.576
159,11.3046970769,10.92,-2.924,False,Younes Belhanda,Montpellier,94.08,36.516
161,31.1970771868,-21.315,-22.78,False,Paulo Machado,Olympiacos,21.315,52.36
163,17.5489847,15.12,-8.908,False,Klaas-Jan Huntelaar,Schalke,89.88,35.972
164,31.5165099591,-31.5,-1.02,False,José Holebas,Olympiacos,31.5,30.328
166,15.3286822656,-11.13,-10.54,False,Rafik Djebbour,Olympiacos,11.13,39.576
173,35.6357625006,35.175,5.712,False,Roman Neustädter,Schalke,69.825,29.376
175,10.9560204454,10.5,-3.128,True,Benedikt Höwedes,Schalke,94.5,38.08
180,24.4674232399,-22.68,-9.18,False,Christian Fuchs,Schalke,22.68,45.016
181,13.011183651,-11.97,-5.1,False,Tranquillo Barnetta,Schalke,11.97,37.876
184,16.9491239007,16.695,2.924,False,David Fuster,Olympiacos,88.305,35.904
187,14.1214178113,13.755,-3.196,True,Djamel Abdoun,Olympiacos,91.245,37.196
195,16.5901393605,-16.59,0.068,True,Klaas-Jan Huntelaar,Schalke,16.59,30.396
196,16.5968822373,-16.17,-3.74,False,Klaas-Jan Huntelaar,Schalke,16.17,34.0
198,33.0983320426,-28.56,16.728,False,Jefferson Farfán,Schalke,28.56,21.08
205,24.021940492,-18.795,-14.96,False,Tranquillo Barnetta,Schalke,18.795,44.472
210,27.9320991155,21.735,17.544,False,Ariel Ibagaza,Olympiacos,83.265,20.128
217,27.3066299825,-24.675,11.696,False,Jefferson Farfán,Schalke,24.675,26.588
219,31.3091897691,-25.41,18.292,False,Lewis Holtby,Schalke,25.41,20.264
221,12.3425372189,11.865,-3.4,False,Leandro Greco,Olympiacos,93.135,31.824
232,17.1080297229,-11.445,12.716,False,Klaas-Jan Huntelaar,Schalke,11.445,23.732
235,9.4340566036,7.98,5.032,False,Rafik Djebbour,Olympiacos,97.02,24.888
238,13.5847708851,-11.34,-7.48,True,Isco,Málaga,11.34,44.88
240,21.3128825831,20.79,-4.692,False,Igor Denisov,Zenit,84.21,42.84
252,9.18643570706,-8.925,-2.176,True,Javier Saviola,Málaga,8.925,34.136
260,10.6156771334,-10.605,0.476,False,Javier Saviola,Málaga,10.605,29.444
264,12.6491916343,-4.095,11.968,False,Javier Saviola,Málaga,4.095,24.412
268,29.4028447773,29.295,2.516,False,Igor Denisov,Zenit,75.705,29.444
270,22.2167353362,-19.215,-11.152,False,Eliseu,Málaga,19.215,48.892
276,30.7282606081,27.72,-13.26,False,Roman Shirokov,Zenit,77.28,42.432
282,17.0118852865,-16.905,-1.904,False,Eliseu,Málaga,16.905,41.344
293,33.3656331575,25.41,21.624,False,Viktor Fayzulin,Zenit,79.59,14.824
301,10.2684772484,-7.035,-7.48,False,Javier Saviola,Málaga,7.035,37.264
303,20.2764056233,-20.265,-0.68,False,Javier Saviola,Málaga,20.265,32.3
308,27.1800041391,21.735,-16.32,False,Hulk,Zenit,83.265,47.26
309,26.427302719,25.725,-6.052,False,Hulk,Zenit,79.275,33.728
311,9.09701187204,6.405,-6.46,False,Aleksandr Kerzhakov,Zenit,98.595,43.656
316,11.0419730574,11.025,0.612,False,Roman Shirokov,Zenit,93.975,34.0
318,7.51826635602,7.035,2.652,False,Nicolas Lombaerts,Zenit,97.965,35.428
320,15.85289677,-13.02,-9.044,False,Isco,Málaga,13.02,47.6
341,17.3420562795,-7.77,15.504,False,Aleksandr Kerzhakov,Zenit,7.77,20.332
344,12.7515006568,12.705,-1.088,False,Eliseu,Málaga,92.295,35.292
362,14.3569368599,-14.07,-2.856,False,Roman Shirokov,Zenit,14.07,41.48
365,12.8675312706,8.505,9.656,False,Nacho Monreal,Málaga,96.495,19.652
368,23.000202173,21.63,7.82,True,Isco,Málaga,83.37,29.172
375,9.38119480663,8.82,-3.196,False,Joaquín,Málaga,96.18,36.516
378,27.3121924422,27.3,-0.816,False,Duda,Málaga,77.7,33.456
382,11.5175018559,-11.025,-3.332,False,Kanu,Anderlecht,11.025,39.44
386,28.8552633847,-24.465,-15.3,False,Sacha Kljestan,Anderlecht,24.465,45.832
388,10.5631738128,9.135,-5.304,False,Luca Antonini,Milan,95.865,35.088
389,8.66052706248,6.195,-6.052,False,Mathieu Flamini,Milan,98.805,43.18
391,12.765553807,8.19,9.792,False,Kevin-Prince Boateng,Milan,96.81,25.092
394,15.2588584435,-3.885,14.756,False,Guillaume Gillet,Anderlecht,3.885,22.644
396,7.68784521176,6.09,4.692,False,Kevin-Prince Boateng,Milan,98.91,25.024
403,13.8296031758,6.93,11.968,False,Kevin-Prince Boateng,Milan,98.07,19.108
408,16.6292083095,15.435,6.188,False,Urby Emanuelson,Milan,89.565,27.608
409,14.2326426218,-12.39,-7.004,False,Dieudonné Mbokani,Anderlecht,12.39,44.88
410,30.3186485352,-30.135,3.332,False,Cheikhou Kouyaté,Anderlecht,30.135,33.252
415,8.38199075399,2.835,-7.888,False,Lucas Biglia,Anderlecht,102.165,43.316
417,9.88070245479,-9.555,-2.516,False,Kevin-Prince Boateng,Milan,9.555,37.74
419,7.63192144876,-3.465,-6.8,False,Stephan El Shaarawy,Milan,3.465,37.876
425,17.5111393119,-4.2,-17.0,False,Urby Emanuelson,Milan,4.2,46.92
432,17.5111393119,-4.2,-17.0,False,Urby Emanuelson,Milan,4.2,46.92
441,14.9826187297,-11.34,-9.792,False,Mathieu Flamini,Milan,11.34,39.372
449,34.9413222417,23.52,25.84,False,Dieudonné Mbokani,Anderlecht,81.48,11.9
454,25.3207286625,-24.57,6.12,False,Siem de Jong,Ajax,24.57,27.88
461,15.9159095247,12.6,-9.724,False,Mario Götze,Dortmund,92.4,46.104
466,25.7297648843,5.985,25.024,False,Robert Lewandowski,Dortmund,99.015,10.744
468,22.6669853532,22.575,2.04,False,Sebastian Kehl,Dortmund,82.425,30.94
469,26.4950344216,20.265,17.068,False,Sebastian Kehl,Dortmund,84.735,16.796
474,16.8879550272,14.175,9.18,False,Ryan Babel,Ajax,90.825,25.228
475,10.9171315372,9.345,5.644,False,Ryan Babel,Ajax,95.655,26.928
480,15.5462521529,-15.33,-2.584,False,Robert Lewandowski,Dortmund,15.33,38.216
487,15.3791819028,-11.97,9.656,False,Marco Reus,Dortmund,11.97,26.928
491,25.9539250211,-23.1,11.832,False,İlkay Gündoğan ,Dortmund,23.1,23.732
497,21.6416533795,-21.525,2.244,False,İlkay Gündoğan ,Dortmund,21.525,34.136
498,11.4237773525,-11.025,2.992,False,Mats Hummels,Dortmund,11.025,34.0
499,40.1152360581,-37.59,-14.008,False,Marco Reus,Dortmund,37.59,50.796
507,8.24514426799,-8.19,0.952,False,Robert Lewandowski,Dortmund,8.19,37.264
509,12.6647624928,-9.135,8.772,False,Sebastian Kehl,Dortmund,9.135,29.172
512,11.461036646,-9.975,5.644,True,Robert Lewandowski,Dortmund,9.975,27.132
516,32.5350983401,23.94,22.032,False,Cristiano Ronaldo,Real Madrid,81.06,16.116
519,14.7613633855,10.605,10.268,False,Cristiano Ronaldo,Real Madrid,94.395,25.024
524,21.5754030322,13.02,17.204,False,Cristiano Ronaldo,Real Madrid,91.98,17.612
539,12.7995206551,10.185,-7.752,False,Álvaro Arbeloa,Real Madrid,94.815,44.132
545,7.98260709292,7.98,0.204,False,Gonzalo Higuaín,Real Madrid,97.02,33.796
546,10.337573458,9.345,-4.42,False,Sami Khedira,Real Madrid,95.655,40.596
553,31.2510172794,26.775,16.116,False,Cristiano Ronaldo,Real Madrid,78.225,13.192
557,25.211277655,21.315,13.464,False,Michael Essien,Real Madrid,83.685,23.528
563,23.3243268713,18.9,13.668,False,Marcelo,Real Madrid,86.1,20.4
566,3.65289268936,1.995,3.06,False,Gonzalo Higuaín,Real Madrid,103.005,29.784
573,29.4653570146,23.1,-18.292,False,Ángel Di María,Real Madrid,81.9,48.28
580,31.9911147821,28.455,14.62,False,Ángel Di María,Real Madrid,76.545,23.46
593,25.0136731409,-24.99,-1.088,False,Ángel Di María,Real Madrid,24.99,31.688
595,7.37259492987,6.93,2.516,False,Javi García,Man. City,98.07,35.428
604,17.8700307778,-13.02,12.24,False,Ángel Di María,Real Madrid,13.02,18.904
607,26.0465357581,-25.725,-4.08,False,Marcelo,Real Madrid,25.725,42.024
609,28.2953919217,26.67,9.452,False,Carlos Tévez,Man. City,78.33,28.288
613,25.7147211535,-19.53,-16.728,False,Marcelo,Real Madrid,19.53,52.156
618,13.2357394958,13.02,2.38,True,Edin Džeko,Man. City,91.98,29.444
620,5.1454493487,-5.145,0.068,False,Raphaël Varane,Real Madrid,5.145,34.068
625,18.2944664858,8.4,16.252,False,Aleksandar Kolarov,Man. City,96.6,16.796
628,9.49105057409,6.405,-7.004,False,Yaya Touré,Man. City,98.595,45.832
634,23.7877636612,-20.79,-11.56,True,Marcelo,Real Madrid,20.79,48.62
636,20.7575339576,-2.52,20.604,False,Karim Benzema,Real Madrid,2.52,14.824
638,28.8812084408,-27.195,-9.724,False,Xabi Alonso,Real Madrid,27.195,42.5
647,29.9374163882,-26.67,13.6,False,Luka Modrić,Real Madrid,26.67,23.324
648,45.9800923879,34.44,-30.464,True,Aleksandar Kolarov,Man. City,70.56,61.064
652,21.5263178691,-17.115,13.056,True,Karim Benzema,Real Madrid,17.115,24.276
654,16.1265912083,-15.96,2.312,False,Cristiano Ronaldo,Real Madrid,15.96,29.784
664,11.2621081952,-1.995,-11.084,False,Karim Benzema,Real Madrid,1.995,41.82
668,22.1356716862,-14.805,-16.456,True,Cristiano Ronaldo,Real Madrid,14.805,50.184
671,14.4012588339,-12.18,7.684,False,Kim Källström,Spartak Moskva,12.18,26.384
677,11.1316981634,5.88,-9.452,True,Gary Hooper,Celtic,99.12,40.324
678,26.9088161018,-25.62,8.228,False,Aiden McGeady,Spartak Moskva,25.62,24.616
681,23.9415451465,23.94,-0.272,False,Kris Commons,Celtic,81.06,33.32
689,11.87674303,-8.295,8.5,False,Emmanuel Emenike,Spartak Moskva,8.295,27.676
690,33.7152881643,33.18,5.984,False,Charlie Mulgrew,Celtic,71.82,23.8
692,13.5961512569,13.335,2.652,False,Giorgos Samaras,Celtic,91.665,31.076
693,22.9719437793,-21.525,-8.024,False,Nicolas Pareja,Spartak Moskva,21.525,39.372
697,6.0994835847,-6.09,0.34,True,Emmanuel Emenike,Spartak Moskva,6.09,31.076
700,25.2664212147,23.205,-9.996,False,Ari,Spartak Moskva,81.795,41.616
702,3.15,3.15,0.0,True,Emmanuel Emenike,Spartak Moskva,101.85,36.992
704,11.3732602626,-11.235,1.768,False,Efe Ambrose,Celtic,11.235,34.612
707,3.774,-3.57,-1.224,False,Dmitri Kombarov,Spartak Moskva,3.57,33.864
710,30.4503037095,-30.45,0.136,False,Joe Ledley,Celtic,30.45,31.824
712,11.028354773,-11.025,0.272,False,Efe Ambrose,Celtic,11.025,34.0
717,21.9905989232,-11.235,18.904,False,Gary Hooper,Celtic,11.235,16.66
722,11.7038766654,-11.445,2.448,True,Giorgos Samaras,Celtic,11.445,34.34
724,9.74805026659,9.03,3.672,False,Ionuţ Rada,CFR Cluj,95.97,25.16
738,13.2094966217,11.025,-7.276,True,Pantelis Kapetanos,CFR Cluj,93.975,39.44
748,24.7737733097,19.95,-14.688,False,Matías Aguirregaray,CFR Cluj,85.05,53.244
762,24.3336828491,-22.155,10.064,False,Wayne Rooney,Man. United,22.155,27.132
764,11.4295767638,-8.925,7.14,False,Rio Ferdinand,Man. United,8.925,25.432
772,23.3796856266,-22.89,-4.76,False,Anderson,Man. United,22.89,34.136
782,14.3774435836,-12.81,-6.528,False,Robin van Persie,Man. United,12.81,35.156
784,9.41933378748,-7.875,5.168,True,Robin van Persie,Man. United,7.875,30.532
804,20.4947267608,-20.265,-3.06,False,Javier Hernández,Man. United,20.265,37.196
818,16.0561392931,-8.085,-13.872,False,Robin van Persie,Man. United,8.085,45.22
821,22.5360248491,-21.42,-7.004,False,Wayne Rooney,Man. United,21.42,46.512
823,37.4370634666,33.285,-17.136,False,Gabriel Mureşan,CFR Cluj,71.715,45.696
834,18.8622310716,-14.175,-12.444,False,Wayne Rooney,Man. United,14.175,41.004
835,31.9727586548,-31.92,-1.836,False,Wayne Rooney,Man. United,31.92,36.176
837,26.4813723398,26.355,2.584,False,Wayne Rooney,Man. United,78.645,38.76
841,17.2711367316,17.01,-2.992,False,Anderson,Man. United,87.99,32.164
859,12.3547369053,9.03,-8.432,True,Robin van Persie,Man. United,95.97,39.304
864,17.0541519871,-10.29,13.6,False,Pantelis Kapetanos,CFR Cluj,10.29,26.656
866,7.65780542976,-6.72,-3.672,False,Cadú,CFR Cluj,6.72,37.468
867,33.5929680737,-29.4,16.252,False,Viorel Nicoară,CFR Cluj,29.4,25.908
875,9.282,-3.57,8.568,False,Rafael Bastos,CFR Cluj,3.57,27.948
877,14.8440157639,-7.77,-12.648,False,Custódio,Braga,7.77,42.432
883,27.1716304995,23.94,12.852,False,Emre Çolak,Galatasaray,81.06,23.052
890,7.98672404682,7.665,-2.244,False,Burak Yılmaz,Galatasaray,97.335,34.884
893,17.2887408738,-13.545,-10.744,False,Ruben Amorim,Braga,13.545,43.928
895,10.0999307423,-7.875,6.324,True,Rúben Micael,Braga,7.875,29.24
911,7.98672404682,-7.665,2.244,False,Éder,Braga,7.665,31.824
913,11.1552958275,-11.025,1.7,False,Paulo Vinícius,Braga,11.025,34.0
917,13.8134369727,13.335,-3.604,False,Burak Yılmaz,Galatasaray,91.665,33.116
919,7.02295386572,-5.565,4.284,False,Semih Kaya,Galatasaray,5.565,25.16
927,31.9176158414,-25.515,19.176,False,Aydın Yılmaz,Galatasaray,25.515,19.516
933,21.6831651057,-13.545,16.932,False,Burak Yılmaz,Galatasaray,13.545,19.176
939,33.0527179064,-28.665,-16.456,False,Emre Çolak,Galatasaray,28.665,46.24
952,8.467436507,-8.085,2.516,False,Burak Yılmaz,Galatasaray,8.085,30.736
955,10.4331847487,-8.4,-6.188,False,Umut Bulut,Galatasaray,8.4,36.176
961,29.199459995,25.62,14.008,False,Ruben Amorim,Braga,79.38,24.072
963,5.9911775971,-5.985,0.272,False,Johan Elmander,Galatasaray,5.985,38.08
967,18.1775431783,-9.03,15.776,False,Burak Yılmaz,Galatasaray,9.03,22.576
973,8.02217433119,6.825,4.216,True,Alan,Braga,98.175,27.404
981,5.12141542935,-1.26,4.964,False,Henrik Mkhitaryan,Shakhtar Donetsk,1.26,30.532
987,29.8451097502,-29.82,1.224,False,Fernandinho,Shakhtar Donetsk,29.82,28.56
992,15.6143945128,3.99,-15.096,False,Claudio Marchisio,Juventus,101.01,50.592
995,5.67,-5.67,0.0,False,Willian,Shakhtar Donetsk,19.32,41.888
998,12.5426074243,-11.235,5.576,True,Alex Teixeira,Shakhtar Donetsk,11.235,28.764
1000,13.2551407386,13.23,-0.816,True,Leonardo Bonucci,Juventus,91.77,37.332
1001,21.5974870992,21.525,1.768,False,Alessandro Matri,Juventus,83.475,31.892
1009,26.638494721,26.355,3.876,False,Claudio Marchisio,Juventus,78.645,28.084
1011,11.7636055697,10.5,5.304,False,Leonardo Bonucci,Juventus,94.5,25.772
1013,22.8751988844,-21.21,8.568,False,Mirko Vučinić,Juventus,21.21,26.996
1019,28.3827517341,-25.83,-11.764,False,Giorgio Chiellini,Juventus,25.83,43.52
1021,20.1342699147,16.485,11.56,False,Willian,Shakhtar Donetsk,88.515,26.656
1025,2.176,0.0,-2.176,False,Alessandro Matri,Juventus,0.0,36.652
1029,22.7095204925,-19.425,-11.764,False,Sebastian Giovinco,Juventus,19.425,44.812
1030,29.9327249845,29.925,0.68,False,Darijo Srna,Shakhtar Donetsk,75.075,34.884
1031,19.2024061253,18.375,-5.576,False,Henrik Mkhitaryan,Shakhtar Donetsk,86.625,35.564
1032,30.7789643101,-30.45,-4.488,False,Andrea Pirlo,Juventus,30.45,41.548
1038,19.9872065332,19.845,-2.38,False,Willian,Shakhtar Donetsk,85.155,40.324
1041,20.9847338797,13.44,-16.116,False,Henrik Mkhitaryan,Shakhtar Donetsk,91.56,45.832
1043,15.4403914782,-15.435,0.408,False,Fabio Quagliarella,Juventus,15.435,33.116
1046,30.5823035267,-30.555,1.292,False,Stephan Lichtsteiner,Juventus,30.555,28.152
1050,10.1491935148,-8.295,-5.848,False,Oscar,Chelsea,8.295,44.2
1053,20.0094602626,-18.27,8.16,False,Frank Lampard,Chelsea,18.27,27.268
1054,27.5628403652,27.195,4.488,False,Joshua John,Nordsjælland,77.805,30.94
1056,23.778470283,-16.695,16.932,False,Fernando Torres,Chelsea,16.695,18.836
1060,16.0867165388,-12.495,10.132,True,Juan Mata,Chelsea,12.495,22.576
1063,26.1131351048,23.415,11.56,False,Patrick Mtiliga,Nordsjælland,81.585,21.352
1067,18.5486700601,-13.755,-12.444,False,Fernando Torres,Chelsea,13.755,43.656
1069,27.7586357013,-19.74,-19.516,False,Joshua John,Nordsjælland,19.74,49.096
1074,16.5654884926,-15.225,-6.528,False,Mikkel Beckmann,Nordsjælland,15.225,41.888
1077,30.9131507453,30.555,-4.692,False,Gary Cahill,Chelsea,74.445,40.052
1079,24.9599462339,-22.05,-11.696,False,Nicolai Stokholm,Nordsjælland,22.05,47.124
1084,20.5829794005,-20.265,-3.604,False,Mikkel Beckmann,Nordsjælland,20.265,33.184
1089,18.267277876,-15.015,-10.404,False,Joshua John,Nordsjælland,15.015,44.064
1090,26.4557992886,23.73,11.696,True,David Luiz,Chelsea,81.27,23.936
1095,12.6462365943,11.97,4.08,True,Juan Mata,Chelsea,93.03,31.008
1107,19.6068361803,17.325,9.18,False,Frank Lampard,Chelsea,87.675,26.248
1117,4.30654200026,4.2,-0.952,True,Ramires,Chelsea,100.8,35.156
1120,23.8684022297,-23.625,-3.4,False,Franck Béria,LOSC,23.625,37.808
1125,11.6625211683,4.2,10.88,False,Sofiane Feghouli,Valencia,100.8,27.2
1127,27.5113446418,-27.51,0.272,False,Franck Béria,LOSC,27.51,34.204
1128,23.3782950833,-22.995,4.216,False,Ryan Mendes,LOSC,22.995,34.0
1129,13.6718872143,-12.39,5.78,False,Florent Balmont,LOSC,12.39,24.072
1130,29.9232000962,-23.94,17.952,False,Dimitri Payet,LOSC,23.94,19.108
1132,29.9232000962,-23.94,17.952,False,Dimitri Payet,LOSC,23.94,19.108
1138,13.3002782302,12.075,-5.576,True,Jonas,Valencia,92.925,36.244
1141,15.912,0.0,15.912,False,Dimitri Payet,LOSC,0.0,21.964
1143,18.9276687418,16.59,9.112,False,Dimitri Payet,LOSC,88.41,22.508
1146,20.9409388758,20.685,3.264,False,Dimitri Payet,LOSC,84.315,26.384
1154,8.5312911684,-7.455,4.148,False,Roberto Soldado,Valencia,7.455,31.484
1159,24.7738307292,23.415,8.092,False,Dimitri Payet,LOSC,81.585,25.024
1160,30.0075178747,-26.355,-14.348,False,Andrés Guardado,Valencia,26.355,46.24
1163,23.5800021204,-6.09,22.78,True,Jonas,Valencia,6.09,7.82
1166,27.168336644,-26.25,7.004,False,Tino Costa,Valencia,26.25,31.144
1178,13.244108124,12.6,-4.08,False,Edgar Olekhnovich,BATE,92.4,39.44
1186,14.5841694998,-10.08,10.54,False,Mario Mandžukić,Bayern,10.08,29.172
1187,31.2172416462,-31.08,2.924,False,Holger Badstuber,Bayern,31.08,33.592
1194,7.30727917901,7.245,0.952,True,Aleksandr Pavlov,BATE,97.755,31.28
1199,13.070710807,-7.035,11.016,False,Thomas Müller,Bayern,7.035,25.432
1204,12.4532254858,-12.285,2.04,False,Mario Mandžukić,Bayern,12.285,30.94
1209,27.8505964209,-26.565,8.364,False,Aleksandr Volodko,BATE,26.565,32.64
1215,20.3545096723,-16.8,11.492,False,Edgar Olekhnovich,BATE,16.8,25.092
1217,13.0249760077,-9.24,9.18,False,Maksim Bordachev,BATE,9.24,32.708
1220,13.4395916605,-13.02,-3.332,False,Vitali Rodionov,BATE,13.02,41.752
1222,17.6618763443,14.07,10.676,False,Toni Kroos,Bayern,90.93,22.304
1225,14.5495704404,-9.66,10.88,False,Aleksandr Pavlov,BATE,9.66,26.724
1230,33.682084793,-31.71,-11.356,False,Mikhail Sivakov,BATE,31.71,37.196
1231,23.177189217,22.05,7.14,False,Xherdan Shaqiri,Bayern,82.95,32.776
1237,11.1539770486,0.21,-11.152,False,Thomas Müller,Bayern,104.79,46.444
1248,14.2735632902,-7.455,-12.172,True,Vitali Rodionov,BATE,7.455,43.112
