,dist,dx,dy,goal,player,team,x,y
3817,13.4556367742,3.255,-13.056,False,Cristián Zapata,Milan,101.745,45.288
3822,25.1865059903,22.05,-12.172,False,Mathieu Flamini,Milan,82.95,50.592
3830,18.1759678972,15.225,9.928,False,Urby Emanuelson,Milan,89.775,18.972
3842,13.1871028281,-12.495,-4.216,True,Danny,Zenit,12.495,41.412
3847,9.68390417136,9.66,0.68,False,Bojan Krkić,Milan,95.34,37.74
3851,24.9208226389,23.835,-7.276,False,Mathieu Flamini,Milan,81.165,40.732
3853,13.424707967,8.4,10.472,False,Giampaolo Pazzini,Milan,96.6,28.9
3856,10.7953673397,-9.03,5.916,False,Giampaolo Pazzini,Milan,9.03,30.056
3857,24.3824727212,-23.94,4.624,False,Mathieu Flamini,Milan,23.94,24.616
3860,25.8625907635,24.255,-8.976,False,Sergei Semak,Zenit,80.745,43.452
3865,15.1260662765,-8.085,-12.784,False,Giampaolo Pazzini,Milan,8.085,39.644
3866,30.0990801354,-28.665,-9.18,False,Bojan Krkić,Milan,28.665,39.168
3878,23.5566572331,-23.31,-3.4,False,Kevin-Prince Boateng,Milan,23.31,38.216
3881,14.085137699,-11.76,7.752,False,Mathieu Flamini,Milan,11.76,26.656
3892,20.5286572625,-16.275,-12.512,False,Robinho,Milan,16.275,50.456
3900,20.5286572625,-16.275,-12.512,False,Robinho,Milan,16.275,50.456
3909,18.5974030714,-17.115,-7.276,False,Stephan El Shaarawy,Milan,17.115,45.356
3910,27.0711868229,-18.69,-19.584,False,Bojan Krkić,Milan,18.69,51.68
3913,10.6065870571,10.395,2.108,False,Igor Denisov,Zenit,94.605,29.716
3916,33.5208532708,-32.97,-6.052,False,Stephan El Shaarawy,Milan,32.97,42.976
3920,26.988932565,25.305,-9.384,False,Oliver Kirch,Dortmund,79.695,42.432
3928,14.5102584402,11.76,8.5,False,Julian Schieber,Dortmund,93.24,30.804
3929,22.8554037593,21.525,7.684,False,Marco Reus,Dortmund,83.475,31.008
3930,41.0401756332,22.68,34.204,False,Marco Reus,Dortmund,82.32,2.856
3932,26.5074649863,-24.99,-8.84,False,Edin Džeko,Man. City,24.99,39.44
3940,32.4157517883,29.61,13.192,False,Ivan Perišić,Dortmund,75.39,24.072
3942,9.26847754488,-2.31,8.976,False,Edin Džeko,Man. City,2.31,28.968
3952,3.527694006,3.255,-1.36,False,Edin Džeko,Man. City,101.745,35.904
3953,33.5338497044,-27.51,19.176,False,Marcel Schmelzer,Dortmund,27.51,10.948
3956,15.4778107302,12.705,8.84,False,Edin Džeko,Man. City,92.295,32.912
3972,22.5547821093,-12.81,-18.564,False,Ivan Perišić,Dortmund,12.81,50.456
3978,19.390593699,-9.45,-16.932,False,Kevin Grosskreutz,Dortmund,9.45,47.464
3982,8.19592972151,-6.72,-4.692,True,Julian Schieber,Dortmund,6.72,36.924
3987,10.9315657159,-10.605,-2.652,False,Julian Schieber,Dortmund,10.605,35.496
3993,28.0214957488,-23.52,-15.232,False,Ivan Perišić,Dortmund,23.52,45.492
3996,9.88188241177,5.04,-8.5,False,Carlos Tévez,Man. City,99.96,45.152
4017,14.4242712468,-5.985,13.124,False,Moritz Leitner,Dortmund,5.985,25.092
4019,31.4976342604,-26.25,17.408,False,Robert Lewandowski,Dortmund,26.25,20.604
4020,21.0378784339,-18.795,-9.452,False,Moritz Leitner,Dortmund,18.795,47.532
4024,18.972,0.0,-18.972,False,Robert Lewandowski,Dortmund,0.0,49.436
4028,10.9909433626,5.25,9.656,False,Sergio Agüero,Man. City,99.75,21.148
4031,10.6951522196,10.395,-2.516,True,Cristiano Ronaldo,Real Madrid,94.605,33.252
4034,18.8435846112,9.765,-16.116,False,Karim Benzema,Real Madrid,95.235,48.62
4035,24.2049254492,20.16,13.396,False,Kaká,Real Madrid,84.84,23.324
4036,23.2045892875,22.89,-3.808,False,Cristiano Ronaldo,Real Madrid,82.11,39.916
4041,11.8720379043,6.51,9.928,True,José Callejón,Real Madrid,98.49,26.928
4045,28.0044014398,27.93,2.04,False,Nacho,Real Madrid,77.07,26.656
4050,32.3140193879,31.605,-6.732,False,Sami Khedira,Real Madrid,73.395,37.4
4053,16.1010131358,10.92,11.832,False,Luka Modrić,Real Madrid,94.08,19.924
4057,15.9940790294,-11.97,-10.608,False,Viktor Fischer,Ajax,11.97,43.656
4059,2.21050424112,1.995,-0.952,False,Raphaël Varane,Real Madrid,103.005,32.232
4063,20.1017039079,-19.53,-4.76,True,Kaká,Real Madrid,19.53,35.428
4067,17.5603313181,12.39,12.444,False,Daley Blind,Ajax,92.61,16.796
4070,26.9569286084,17.22,-20.74,False,Derk Boerrigter,Ajax,87.78,55.964
4080,20.5415458036,14.7,14.348,False,Viktor Fischer,Ajax,90.3,24.752
4082,18.9312503813,17.745,-6.596,True,Derk Boerrigter,Ajax,87.255,39.78
4088,21.6353512798,-3.045,21.42,False,Karim Benzema,Real Madrid,3.045,15.028
4094,16.72617951,15.645,-5.916,False,Daniel Hoesen,Ajax,89.355,44.132
4095,28.3774198263,23.31,16.184,False,Christian Eriksen,Ajax,81.69,19.856
4096,23.7883946705,23.205,-5.236,False,Siem de Jong,Ajax,81.795,42.092
4099,8.23055016387,-8.19,-0.816,True,José Callejón,Real Madrid,8.19,37.196
4108,19.8648000493,-16.485,-11.084,False,Luka Modrić,Real Madrid,16.485,44.132
4118,32.5048736192,32.445,1.972,False,Victor Wanyama,Celtic,72.555,34.068
4122,30.9597403736,25.83,17.068,False,Efe Ambrose,Celtic,79.17,12.036
4125,9.40518346445,-8.19,-4.624,True,Alessandro Matri,Juventus,8.19,39.576
4136,21.4442719625,21.42,1.02,False,Victor Wanyama,Celtic,83.58,33.456
4146,13.1368696423,-6.72,11.288,False,Claudio Marchisio,Juventus,6.72,27.404
4147,19.5886979914,19.215,3.808,False,Charlie Mulgrew,Celtic,85.785,25.092
4149,18.1014302197,18.06,-1.224,False,Kris Commons,Celtic,86.94,32.504
4151,7.20324989154,3.045,-6.528,False,Charlie Mulgrew,Celtic,101.955,43.316
4157,8.73899971393,8.61,1.496,False,Kris Commons,Celtic,96.39,31.484
4160,21.6031599772,21.525,1.836,False,Kris Commons,Celtic,83.475,30.124
4161,31.3952945678,31.395,-0.136,False,Victor Wanyama,Celtic,73.605,41.616
4165,14.2227541637,12.18,-7.344,False,Kris Commons,Celtic,92.82,36.856
4167,11.5342647793,11.34,-2.108,False,Efe Ambrose,Celtic,93.66,30.804
4169,7.98028971905,7.98,0.068,False,Victor Wanyama,Celtic,97.02,32.096
4171,18.3210162382,17.43,5.644,False,Kris Commons,Celtic,87.57,26.384
4173,30.225765317,-27.195,13.192,False,Stephan Lichtsteiner,Juventus,27.195,23.188
4182,11.5949514876,-11.55,1.02,False,Kris Commons,Celtic,11.55,31.484
4185,7.25647910491,-7.245,-0.408,False,Efe Ambrose,Celtic,7.245,33.456
4191,11.7456034328,11.34,3.06,True,Claudio Marchisio,Juventus,93.66,28.084
4193,12.4361929866,10.5,6.664,True,Mirko Vučinić,Juventus,94.5,26.792
4194,33.3377517088,-31.605,10.608,False,Charlie Mulgrew,Celtic,31.605,21.828
4198,16.6124531903,-10.185,13.124,True,Ezequiel Lavezzi,PSG,10.185,23.256
4214,18.9279730558,18.69,-2.992,False,Éver Banega,Valencia,86.31,32.64
4222,15.3102648246,11.655,9.928,False,Andrés Guardado,Valencia,93.345,20.128
4225,20.433855461,-17.745,10.132,False,Lucas,PSG,17.745,26.86
4227,19.7722717208,-8.715,17.748,False,Lucas,PSG,8.715,19.652
4229,15.4651382147,15.33,-2.04,False,Jonas,Valencia,89.67,38.284
4236,17.2171235693,-15.54,7.412,False,Ezequiel Lavezzi,PSG,15.54,29.716
4239,12.5480669428,-11.34,5.372,True,Javier Pastore,PSG,11.34,31.824
4241,7.77178589515,-5.04,-5.916,False,Nelson Valdez,Valencia,5.04,43.112
4246,27.1067216018,20.37,17.884,False,Zlatan Ibrahimović,PSG,84.63,17.068
4248,4.30714766406,4.305,-0.136,False,Ezequiel Lavezzi,PSG,100.695,38.284
4250,9.53005188863,8.295,-4.692,False,Ezequiel Lavezzi,PSG,96.705,39.576
4253,25.1700221692,23.1,9.996,False,Blaise Matuidi,PSG,81.9,21.488
4258,7.26208482462,3.57,-6.324,False,Zlatan Ibrahimović,PSG,101.43,40.528
4259,21.4462095485,-21.0,4.352,False,Sofiane Feghouli,Valencia,21.0,31.484
4275,6.78272187252,6.51,-1.904,False,Zlatan Ibrahimović,PSG,98.49,37.196
4276,31.8113894698,26.67,17.34,False,Zlatan Ibrahimović,PSG,78.33,20.536
4284,16.815093339,-2.73,-16.592,False,Nelson Valdez,Valencia,2.73,46.512
4285,29.9161035063,-21.945,20.332,False,Tino Costa,Valencia,21.945,10.88
4287,11.6551983681,-11.655,-0.068,True,Adil Rami,Valencia,11.655,35.36
4292,16.2772064249,-15.435,5.168,False,Gonzalo Higuaín,Real Madrid,15.435,33.116
4294,11.4470127107,9.45,6.46,False,Robin van Persie,Man. United,95.55,33.524
4297,10.035636502,-9.66,-2.72,False,Sami Khedira,Real Madrid,9.66,36.72
4299,6.49304312322,-5.355,3.672,False,Raphaël Varane,Real Madrid,5.355,33.116
4304,15.9891333098,-5.46,-15.028,False,Gonzalo Higuaín,Real Madrid,5.46,45.832
4305,16.2450484764,5.46,15.3,False,Robin van Persie,Man. United,99.54,15.844
4307,9.01919957646,7.035,5.644,False,Danny Welbeck,Man. United,97.965,25.976
4309,11.6209810257,9.66,-6.46,False,Nemanja Vidić,Man. United,95.34,38.964
4314,30.5062096138,-23.835,-19.04,False,Cristiano Ronaldo,Real Madrid,23.835,46.92
4317,4.70196767322,-3.57,3.06,False,Sergio Ramos,Real Madrid,3.57,29.988
4327,20.7780875203,20.475,3.536,False,Kaká,Real Madrid,84.525,33.592
4331,10.4292496854,9.135,5.032,False,Sergio Ramos,Real Madrid,95.865,28.084
4333,26.225903912,-24.99,7.956,False,Robin van Persie,Man. United,24.99,28.628
4346,21.6480566333,21.63,-0.884,True,Luka Modrić,Real Madrid,83.37,38.284
4367,11.6535709549,5.25,10.404,True,Cristiano Ronaldo,Real Madrid,99.75,23.256
4369,10.6083292275,-8.085,6.868,False,Danny Welbeck,Man. United,8.085,28.764
4380,24.1426411356,21.945,-10.064,False,Luka Modrić,Real Madrid,83.055,43.588
4382,18.2766585841,-12.285,13.532,False,Michael Carrick,Man. United,12.285,23.936
4385,13.5091675909,-2.205,-13.328,False,Michael Carrick,Man. United,2.205,44.88
4388,12.1466509376,-7.875,-9.248,False,Robin van Persie,Man. United,7.875,40.868
4390,6.10887886604,-5.985,-1.224,False,Wayne Rooney,Man. United,5.985,30.804
4392,25.6402824477,20.37,15.572,False,Cristiano Ronaldo,Real Madrid,84.63,16.184
4393,14.2220589578,14.175,1.156,False,Cristiano Ronaldo,Real Madrid,90.825,30.6
4396,12.5938699771,8.085,9.656,False,Cristiano Ronaldo,Real Madrid,96.915,21.216
4398,7.26359938323,-6.93,2.176,False,Nemanja Vidić,Man. United,6.93,33.592
4402,11.0140521154,2.1,-10.812,False,Cristiano Ronaldo,Real Madrid,102.9,48.076
4415,12.3668468091,11.55,-4.42,False,Robert Lewandowski,Dortmund,93.45,36.924
4433,28.317606961,26.88,8.908,False,Sven Bender,Dortmund,78.12,29.988
4439,15.2655283564,-13.23,7.616,False,Fernandinho,Shakhtar Donetsk,13.23,30.804
4441,6.66023903475,5.88,3.128,True,Felipe Santana,Dortmund,99.12,34.136
4445,7.59691411035,7.56,-0.748,True,Mario Götze,Dortmund,97.44,31.212
4447,22.5766385673,22.575,-0.272,False,Łukasz Piszczek,Dortmund,82.425,38.352
4449,18.757694128,-13.335,-13.192,False,Olexandr Kucher,Shakhtar Donetsk,13.335,42.432
4454,27.7444743327,-15.54,22.984,False,Fernandinho,Shakhtar Donetsk,15.54,13.94
4456,10.2868311933,9.66,-3.536,False,Douglas Costa,Shakhtar Donetsk,95.34,40.12
4460,19.9005232343,9.765,-17.34,False,Douglas Costa,Shakhtar Donetsk,95.235,47.26
4464,10.7392441075,4.41,9.792,False,Henrikh Mkhitaryan,Shakhtar Donetsk,100.59,18.224
4465,22.5832940246,-22.575,0.612,False,Marco Reus,Dortmund,22.575,35.564
4468,18.5867921116,-7.035,-17.204,False,Mario Götze,Dortmund,7.035,47.872
4471,18.97111196,-18.585,-3.808,False,İlkay Gündoğan ,Dortmund,18.585,36.244
4473,7.46314250165,-3.36,-6.664,True,Jakub Błaszczykowski,Dortmund,3.36,37.604
4481,21.1338568179,19.74,-7.548,False,Douglas Costa,Shakhtar Donetsk,85.26,45.968
4483,11.3889139517,11.025,-2.856,False,Yaroslav Rakitskiy,Shakhtar Donetsk,93.975,34.0
4484,11.7634078396,-11.13,-3.808,False,Mario Götze,Dortmund,11.13,42.16
4490,19.4578453072,-19.32,2.312,False,Kevin Grosskreutz,Dortmund,19.32,35.156
4503,8.70629708889,-7.245,-4.828,False,Marco Reus,Dortmund,7.245,34.068
4507,5.65770492338,5.565,1.02,False,Luiz Adriano,Shakhtar Donetsk,99.435,32.164
4513,27.9872065237,22.785,-16.252,False,Xavi Hernández,Barcelona,82.215,44.744
4515,9.21259838482,-6.825,-6.188,False,Alex,PSG,6.825,34.884
4518,33.0126121959,-24.15,-22.508,False,Javier Pastore,PSG,24.15,53.312
4528,19.7811037104,13.02,14.892,False,Andrés Iniesta,Barcelona,91.98,22.372
4529,21.1607947866,-20.79,3.944,False,Zlatan Ibrahimović,PSG,20.79,27.132
4535,21.0321800106,20.37,5.236,False,Andrés Iniesta,Barcelona,84.63,25.636
4539,11.9292816632,-11.025,-4.556,False,Zlatan Ibrahimović,PSG,11.025,43.792
4547,18.3925596098,16.275,8.568,False,Alexis Sánchez,Barcelona,88.725,22.508
4549,12.5419502471,9.03,8.704,True,Lionel Messi,Barcelona,95.97,27.676
4559,10.3957008422,9.87,-3.264,False,Lionel Messi,Barcelona,95.13,33.932
4560,23.6298375999,-21.315,-10.2,False,Sergio Busquets,Barcelona,21.315,42.228
4561,31.8934478538,-21.0,-24.004,False,Jordi Alba,Barcelona,21.0,52.632
4571,12.2838512283,-4.515,-11.424,False,Alexis Sánchez,Barcelona,4.515,43.86
4572,31.2238929187,-26.985,-15.708,False,Daniel Alves,Barcelona,26.985,45.968
4579,15.7227117254,7.14,14.008,False,Maxwell,PSG,97.86,17.544
4580,22.4174196553,-22.26,-2.652,False,Xavi Hernández,Barcelona,22.26,41.684
4582,35.3020210328,35.175,2.992,False,Lucas,PSG,69.825,33.32
4584,9.6822602733,9.45,2.108,False,Zlatan Ibrahimović,PSG,95.55,25.772
4587,3.62480344295,3.36,1.36,True,Zlatan Ibrahimović,PSG,101.64,30.26
4588,11.2789638265,-11.025,2.38,True,Xavi Hernández,Barcelona,11.025,34.0
4602,17.1007018569,16.59,4.148,True,Blaise Matuidi,PSG,88.41,27.404
4605,33.7083609955,-33.705,0.476,True,David Alaba,Bayern,33.705,36.652
4606,31.9489592945,31.92,1.36,False,Andrea Pirlo,Juventus,73.08,28.968
4609,25.6420453357,24.045,-8.908,False,Arturo Vidal,Juventus,80.955,38.148
4610,15.288784157,-9.765,11.764,False,Arjen Robben,Bayern,9.765,23.8
4612,17.1242525384,-13.755,-10.2,False,Franck Ribéry,Bayern,13.755,39.848
4614,12.9105185411,-9.345,-8.908,False,Dante,Bayern,9.345,37.536
4615,30.7195642059,-23.835,-19.38,False,Bastian Schweinsteiger,Bayern,23.835,55.896
4617,14.5269132647,-10.605,9.928,False,Arjen Robben,Bayern,10.605,28.288
4619,17.9338072924,-10.29,14.688,False,Mario Mandžukić,Bayern,10.29,24.14
4621,22.6598372677,-18.375,13.26,False,Arjen Robben,Bayern,18.375,21.896
4624,10.3572954481,-9.975,2.788,False,Mario Mandžukić,Bayern,9.975,36.856
4627,16.9610679204,-16.065,-5.44,False,Bastian Schweinsteiger,Bayern,16.065,42.772
4629,8.73321681856,4.83,7.276,False,Leonardo Bonucci,Juventus,100.17,25.568
4631,14.1025871385,11.55,-8.092,False,Mario Mandžukić,Bayern,93.45,45.152
4637,28.6997321416,28.455,-3.74,False,Luiz Gustavo,Bayern,76.545,35.836
4638,31.183499547,28.35,12.988,False,David Alaba,Bayern,76.65,23.256
4653,24.7255923286,24.15,-5.304,False,Luiz Gustavo,Bayern,80.85,36.924
4655,5.35311881056,4.725,2.516,True,Thomas Müller,Bayern,100.275,29.988
4664,17.0536231927,-12.6,11.492,False,Arturo Vidal,Juventus,12.6,25.296
4668,17.0664078236,-6.51,15.776,False,Arturo Vidal,Juventus,6.51,19.856
4672,26.6585881284,21.735,15.436,False,Franck Ribéry,Bayern,83.265,16.66
4673,30.6393341964,24.78,18.02,False,Thomas Müller,Bayern,80.22,24.276
4674,22.6796296487,-22.575,-2.176,False,Leonardo Bonucci,Juventus,22.575,43.792
4676,44.0059078875,37.485,23.052,False,Franck Ribéry,Bayern,67.515,15.572
4680,13.0230701449,9.03,9.384,False,Thomas Müller,Bayern,95.97,25.568
4682,10.9724325471,9.45,5.576,False,Thomas Müller,Bayern,95.55,30.532
4688,21.9512565472,21.0,-6.392,False,Robert Lewandowski,Dortmund,84.0,39.236
4693,18.87,-17.85,6.12,True,Joaquín,Málaga,17.85,31.212
4698,7.875,7.875,0.0,True,Robert Lewandowski,Dortmund,97.125,30.804
4701,9.6215832377,-8.4,4.692,False,Joaquín,Málaga,8.4,28.084
4708,16.1409516758,-16.065,-1.564,False,Robert Lewandowski,Dortmund,16.065,36.924
4711,14.6293051441,11.445,9.112,False,Joaquín,Málaga,93.555,27.132
4713,15.9228797647,-4.41,-15.3,False,Mario Götze,Dortmund,4.41,44.744
4721,31.7555365251,31.71,1.7,False,Jérémy Toulalan,Málaga,73.29,30.26
4723,22.2368888336,17.325,-13.94,False,Duda,Málaga,87.675,42.092
4727,30.9779591968,30.87,2.584,False,Jérémy Toulalan,Málaga,74.13,34.136
4732,8.86199616339,-7.56,4.624,False,Marco Reus,Dortmund,7.56,32.096
4740,12.1817082546,-12.18,0.204,False,Mario Götze,Dortmund,12.18,36.448
4746,1.28902443732,1.26,0.272,True,Eliseu,Málaga,103.74,35.156
4749,9.99314745213,-9.87,1.564,False,Robert Lewandowski,Dortmund,9.87,30.26
4750,24.1222019103,-22.575,-8.5,False,Marco Reus,Dortmund,22.575,38.488
4754,11.5840770457,-8.085,8.296,True,Marco Reus,Dortmund,8.085,27.336
4757,6.36020785824,-1.47,6.188,True,Felipe Santana,Dortmund,1.47,28.968
4761,33.0952082483,-32.445,-6.528,False,Ángel Di María,Real Madrid,32.445,36.584
4767,5.49268686528,-4.515,3.128,True,Cristiano Ronaldo,Real Madrid,4.515,32.572
4768,21.5620650449,-19.845,8.432,False,Cristiano Ronaldo,Real Madrid,19.845,26.996
4770,12.9731421021,-10.92,-7.004,False,Ángel Di María,Real Madrid,10.92,42.568
4773,21.0182212616,17.325,-11.9,False,Wesley Sneijder,Galatasaray,87.675,44.88
4780,19.4597123309,17.01,-9.452,False,Umut Bulut,Galatasaray,87.99,44.608
4784,29.370515845,-28.455,-7.276,False,Selçuk İnan,Galatasaray,28.455,43.588
4800,4.73558824224,3.15,-3.536,False,Cristiano Ronaldo,Real Madrid,101.85,32.776
4806,22.2171307778,-22.05,-2.72,True,Emmanuel Eboué,Galatasaray,22.05,34.136
4812,6.94868505546,-6.72,-1.768,False,Wesley Sneijder,Galatasaray,6.72,40.936
4815,10.0347827082,-4.62,-8.908,False,Didier Drogba,Galatasaray,4.62,45.288
4823,11.2872997657,-10.92,2.856,True,Wesley Sneijder,Galatasaray,10.92,28.084
4832,7.14068631155,-7.035,-1.224,True,Didier Drogba,Galatasaray,7.035,32.164
4841,16.4967531351,5.04,-15.708,False,Cristiano Ronaldo,Real Madrid,99.96,47.26
4843,17.6385308062,-14.805,-9.588,False,Gökhan Zan,Galatasaray,14.805,39.1
4851,34.0667172619,-33.075,-8.16,False,Nordin Amrabat,Galatasaray,33.075,37.604
4853,11.9241932222,11.76,-1.972,True,Cristiano Ronaldo,Real Madrid,93.24,39.168
4861,15.729905308,-7.665,13.736,False,Arjen Robben,Bayern,7.665,22.032
4863,11.7687063435,11.655,1.632,False,Gerard Piqué,Barcelona,93.345,28.084
4868,25.55580842,-7.56,24.412,False,Thomas Müller,Bayern,7.56,12.58
4874,13.4543765742,-6.405,11.832,True,Thomas Müller,Bayern,6.405,25.296
4877,5.88157257883,5.88,0.136,True,Mario Gomez,Bayern,99.12,32.164
4890,21.9288314554,18.375,-11.968,False,Thomas Müller,Bayern,86.625,41.888
4899,15.1391652346,6.51,13.668,False,Franck Ribéry,Bayern,98.49,24.48
4901,10.7738186823,9.135,-5.712,False,Arjen Robben,Bayern,95.865,43.792
4904,15.359789354,-8.715,12.648,False,Marc Bartra,Barcelona,8.715,23.936
4907,14.7868633929,2.625,-14.552,True,Arjen Robben,Bayern,102.375,45.22
4909,4.80712481635,-3.465,3.332,False,Marc Bartra,Barcelona,3.465,34.68
4913,9.67596692843,6.3,-7.344,False,Thomas Müller,Bayern,98.7,42.772
4922,0.68,0.0,0.68,True,Thomas Müller,Bayern,105.0,30.6
4932,32.9224740869,21.63,-24.82,False,Arjen Robben,Bayern,83.37,54.468
4934,26.8153285268,26.67,-2.788,False,Ángel Di María,Real Madrid,78.33,40.188
4937,12.7016258802,11.13,-6.12,False,Gonzalo Higuaín,Real Madrid,93.87,41.004
4941,26.006465523,25.515,-5.032,False,Ángel Di María,Real Madrid,79.485,33.32
4946,11.0185248105,10.815,-2.108,False,Cristiano Ronaldo,Real Madrid,94.185,38.488
4948,10.3253522942,-7.77,6.8,False,Robert Lewandowski,Dortmund,7.77,28.492
4955,10.3010036404,10.29,-0.476,False,Mesut Özil,Real Madrid,94.71,39.644
4962,20.1039415041,19.74,3.808,False,Cristiano Ronaldo,Real Madrid,85.26,24.616
4963,28.8418545867,28.14,6.324,False,Cristiano Ronaldo,Real Madrid,76.86,30.464
4968,13.1640960571,11.655,6.12,False,Robert Lewandowski,Dortmund,93.345,30.736
4973,7.20675523381,7.035,1.564,False,İlkay Gündoğan ,Dortmund,97.965,29.648
4977,10.675,9.555,-4.76,False,Robert Lewandowski,Dortmund,95.445,34.136
4984,13.3503792081,-11.865,-6.12,False,Cristiano Ronaldo,Real Madrid,11.865,38.148
4991,18.0218001598,-10.815,-14.416,False,Kaká,Real Madrid,10.815,43.316
4999,30.5094497001,-28.035,12.036,False,Sami Khedira,Real Madrid,28.035,24.208
5005,5.13739272394,-2.73,4.352,True,Karim Benzema,Real Madrid,2.73,32.096
5007,0.87831884871,-0.63,-0.612,False,Sergio Ramos,Real Madrid,0.63,36.38
5012,10.0822505424,-8.4,5.576,False,Sergio Ramos,Real Madrid,8.4,28.288
5015,20.3691629676,-17.22,10.88,False,Karim Benzema,Real Madrid,17.22,24.684
5017,15.5927290748,-9.66,-12.24,True,Sergio Ramos,Real Madrid,9.66,44.472
5019,13.098202014,-10.08,-8.364,False,Sergio Ramos,Real Madrid,10.08,37.468
5023,20.9981360125,-16.17,13.396,False,Jakub Błaszczykowski,Dortmund,16.17,21.76
5026,27.3783052982,-26.985,-4.624,False,Robert Lewandowski,Dortmund,26.985,40.188
5030,11.1390593858,-5.67,9.588,False,Jakub Błaszczykowski,Dortmund,5.67,26.52
5033,19.6669180097,-15.96,-11.492,False,Marco Reus,Dortmund,15.96,44.472
5036,15.9745202119,-12.18,-10.336,False,Sven Bender,Dortmund,12.18,45.424
5040,7.56910589172,2.31,-7.208,False,Mario Mandžukić,Bayern,102.69,41.956
5053,12.7456866822,1.575,-12.648,False,Arjen Robben,Bayern,103.425,47.6
5055,14.4162833282,-3.675,13.94,False,Robert Lewandowski,Dortmund,3.675,22.236
5057,10.4310929437,8.19,-6.46,False,Thomas Müller,Bayern,96.81,35.7
5061,14.8555107957,14.805,1.224,False,Arjen Robben,Bayern,90.195,32.572
5064,7.61857309475,-6.3,-4.284,False,Mario Mandžukić,Bayern,6.3,39.032
5074,8.41525780948,-2.31,8.092,True,Mario Mandžukić,Bayern,2.31,28.764
5077,16.8324593866,-2.835,16.592,False,Mario Mandžukić,Bayern,2.835,19.244
5088,27.4152338856,27.195,3.468,False,Kevin Grosskreutz,Dortmund,77.805,24.616
5089,11.4061562763,11.025,2.924,True,İlkay Gündoğan ,Dortmund,93.975,34.0
5092,19.3867427899,19.11,-3.264,False,Mats Hummels,Dortmund,85.89,36.244
5097,23.9510584317,-22.26,-8.84,False,David Alaba,Bayern,22.26,45.492
5102,18.3447802113,-2.625,18.156,False,Mario Mandžukić,Bayern,2.625,19.72
5104,20.3377757142,-19.215,6.664,False,Bastian Schweinsteiger,Bayern,19.215,27.54
5109,19.6360597117,-19.635,-0.204,False,Bastian Schweinsteiger,Bayern,19.635,32.028
5113,6.82995058547,-6.615,1.7,True,Arjen Robben,Bayern,6.615,34.748
5121,15.5112428902,10.92,11.016,False,Julian Schieber,Dortmund,94.08,20.536
